timestamp,CAN_ID,speed,engine_temp,fuel_level,rpm,throttle,brake_pressure,gear,voltage,current,signal_variation,label
0,151,37.75051600968798,79.9620939292309,72.26208749885402,1879.9894990404814,50.50711267248559,40.040530737988334,1,13.022355228228749,46.88650282012019,0.01662634789964057,Normal
1,192,61.45062920383967,94.81175869349755,59.74831337307766,2992.271292250185,14.121533482075243,29.693887702271983,2,13.928930817798278,41.496208772719626,0.8697735010892492,Attack
2,114,112.8828225267878,115.01385135638458,64.30176824140023,3353.9758100562135,38.31507553925129,63.784221490997204,1,12.901048293754165,22.108864675016036,0.6098043163626964,Attack
3,171,5.733763761768644,86.11775467030881,57.834982844818015,2171.996036123458,27.516290498565944,82.80367629625526,3,12.947828686087565,29.77902223747881,0.15800690903067371,Normal
4,160,42.267717008489434,102.60073076695656,2.6866522195823195,1133.9725336293725,74.60489142069767,15.781067454491593,1,12.36019763644111,11.928628374390671,0.8141191951010794,Attack
5,120,102.7886386420003,105.40758438703006,99.95983822000198,1448.1332825154857,69.96697731353439,98.18393277600184,3,13.616920540411359,0.12000109017395455,0.603577161559525,Normal
6,182,47.52653729225601,108.93373324470778,3.3609240212896685,1966.3895667440152,9.493052966562276,68.3807363634921,4,11.172212401934747,7.264444638545154,0.5308193165670537,Normal
7,186,23.89882771164804,98.19622289604817,39.51480082336537,1776.0810626395405,95.34838878779183,78.0111016230974,1,12.032913128382415,3.611984691256648,0.13995418159174966,Normal
8,174,50.975301759769415,90.12275891394847,10.511567829893343,1720.3546500937978,74.46829180800889,99.8854585896704,2,11.859988282333502,37.4933732960305,0.2547236140672111,Normal
9,174,46.26630017900032,118.35079943994864,9.692845044093247,961.4883061483249,61.59586957477684,50.403149657891056,4,12.193874497623375,9.382315367017474,0.6904719852272714,Normal
10,187,109.84994417600441,100.56653766514263,79.35269516744836,3696.585882598324,47.77014947846847,7.129125656089563,2,12.439731585476185,5.568452928536921,0.35013944139693864,Normal
11,199,91.43212508917165,106.42826058166355,42.5925779358077,604.1481224620027,17.792242076543896,79.02917269389233,2,13.868263585456479,14.251936225631173,0.34654828583826214,Normal
12,123,60.61386668928076,87.24914228479392,80.11387082987649,2040.0074475651293,96.20159769867938,87.07660276114115,3,13.773457650477198,46.6812023483532,0.18026672775439034,Normal
13,102,118.60446800658853,103.497459050154,27.27864706808315,3931.1252237608032,0.7858376702408187,16.23971501063751,2,12.833796823775844,13.737909214740817,0.20582085950798756,Normal
14,121,55.8333037531108,82.88988310820629,25.646279180623477,2809.0337858843573,69.24811342298776,2.413742184253953,5,11.059615484090545,32.84427506764411,0.6742805936897854,Normal
15,152,6.988539698433027,82.2548458764318,25.123138181446215,1743.9373230657914,50.744432453829845,13.582367692668251,2,12.666902447841496,41.67960919750393,0.9218426428868501,Attack
16,101,31.472918617798186,105.73611009047133,61.614562640791924,1011.3415455860946,90.2581890024574,32.39664141001557,1,11.205461334037917,41.445957501566056,0.05431000019868193,Normal
17,187,52.328457626317515,96.06973681314676,81.49993898456,3873.5541197601633,38.069727935477594,92.42810373854657,3,12.079193222451114,47.18569111555055,0.49238236981377137,Normal
18,129,18.828314897534412,104.16383052111948,45.22610100752406,548.952266556024,51.86444189679508,0.2467193824184366,3,11.913438557054596,18.12149092649122,0.9561590275451622,Attack
19,137,113.70781515888515,83.47192453740459,37.924889064108235,2884.8564971460023,74.2339391913386,80.37978957268744,5,12.944243367683619,24.39898820528691,0.5352484917872758,Normal
20,101,92.02186773813277,99.93616705283652,97.35795542016493,3580.4811500586457,4.75665433225223,85.48547362114505,3,11.053636406992995,11.878385954893018,0.4233344011495027,Normal
21,163,32.194464051332716,92.19668248515563,11.67540360116388,588.0617146018477,5.447524102502155,81.10523260529817,3,13.36611201357605,3.2451436756629537,0.2903738034103106,Normal
22,159,70.8965440221499,99.8480143422764,48.66326820448925,3038.112024316754,21.167274883792874,8.221435564369795,4,13.479263815632343,48.90882802934512,0.7544749056369932,Normal
23,120,86.57389885314865,84.54398661221097,40.84877531814344,3995.9321643915723,14.642458352922871,67.91899988557549,4,11.097046377472257,43.33277214646543,0.8952359595655022,Attack
24,132,112.95347146881576,105.77254818245619,9.812659658689038,2738.748640006723,0.6443468333892866,95.39036234992153,4,11.24543777183165,15.751503557236651,0.9898458832044374,Attack
25,175,105.79624190104927,110.29646830797327,26.820036208821918,1951.3763174518956,62.29898221062107,12.036276852220995,5,13.762044892387104,39.495078263133,0.3088271696759861,Attack
26,157,61.82306713658564,82.99582369288618,2.844121257911203,3560.4025177469866,79.59379674560076,3.168179821574657,3,12.847948648319065,41.48540260396084,0.127224319278593,Normal
27,121,92.9583143751621,85.0310279927821,87.6954288982957,2439.6273624791993,95.7114976335591,87.36590316919295,3,13.881045859021258,12.255286739078874,0.7236376700124988,Normal
28,188,67.4573704593102,103.05771348595465,60.784952899040114,3123.0429637647903,44.09003176719183,64.4929668403208,3,12.372794522338985,46.68881420769135,0.8308394546785263,Attack
29,148,66.32446680546481,104.7792587151772,81.50184978702507,2557.2264713647673,27.972065824156832,64.64354657405515,2,11.571904296875122,16.02390838121827,0.8728843183683452,Attack
30,190,13.769035000583028,105.2049842198725,52.15544524029898,634.0188237078224,86.39024487784975,96.44314289272914,3,12.110527927064314,28.39855769804694,0.6041888709400525,Normal
31,158,15.136518961938247,104.13492523879185,59.950982942189434,1246.0074587187164,84.43956128393924,76.9765583589199,3,13.78697568683387,39.88167091009227,0.960332558042176,Attack
32,141,63.54403380269489,89.64038584762694,70.08544778091648,775.6725089536236,62.48432109337033,39.74448856349245,1,11.345923028372884,29.504559926523726,0.11209114486833738,Normal
33,191,32.26338539748079,89.74268372018392,90.8011627464215,873.4071683412803,27.31490386419346,43.58411173003422,1,13.676614913086253,12.973984237994623,0.3079667393062635,Normal
34,159,2.524428295256236,82.74088118221907,9.175188782584575,553.9192275582519,90.85175949059344,14.469297997580755,3,12.589229695908589,46.636430310500124,0.2996988486447417,Normal
35,179,86.74070446802547,77.84168499481815,33.09483947357269,1974.0774265495354,17.840133669177906,30.404986689869506,2,11.210160457428096,0.17240322201663716,0.39880294814162454,Normal
36,114,3.898391602819795,104.62886896984529,70.90261907000006,1125.2807111395778,4.364650364368561,44.540371548165744,2,12.19927812113842,26.243923680986462,0.7508824251298287,Normal
37,161,71.43322093248655,74.65943929861564,95.83505630013927,3494.937821728901,79.66182847273643,26.10854267782462,5,11.729747491341554,2.2374966248554395,0.020232346612005236,Normal
38,161,64.70325529527773,116.88961433933909,98.08074284900054,3125.131381392311,56.365906043445854,91.58728481442246,5,12.725842674761275,32.73948899918612,0.017360664469581732,Normal
39,146,116.25776286933653,111.33431518357257,63.81030091372624,2506.1194818542363,24.646781711852515,1.1802673618445225,3,11.457349092220422,2.12034844001312,0.13725370986269125,Attack
40,161,58.105576721717,112.8752869978628,19.359847775486728,2211.574708726384,67.08956623202127,58.702208968036786,4,13.823813622111071,2.8344035234898146,0.1857551014771125,Normal
